userName,content,score,at,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
yenni fatimah,foto foto nya pada bagus bagus 🗿👍,5,2025-04-06 09:01:13,foto foto nya pada bagus bagus ,foto foto nya pada bagus bagus ,foto foto ya pada bagus bagus,"['foto', 'foto', 'ya', 'pada', 'bagus', 'bagus']","['foto', 'foto', 'ya', 'bagus', 'bagus']",foto foto ya bagus bagus
Salsa Irawan,foto nya selalu cantik dan semua nya sangat bagus pin ini sempurna,4,2025-04-06 08:18:05,foto nya selalu cantik dan semua nya sangat bagus pin ini sempurna,foto nya selalu cantik dan semua nya sangat bagus pin ini sempurna,foto ya selalu cantik dan semua ya sangat bagus pin ini sempurna,"['foto', 'ya', 'selalu', 'cantik', 'dan', 'semua', 'ya', 'sangat', 'bagus', 'pin', 'ini', 'sempurna']","['foto', 'ya', 'cantik', 'ya', 'bagus', 'pin', 'sempurna']",foto ya cantik ya bagus pin sempurna
Nadhira Azzahra,a ga jelas ga bisa login,1,2025-04-06 08:00:03,a ga jelas ga bisa login,a ga jelas ga bisa login,a tidak jelas tidak bisa login,"['a', 'tidak', 'jelas', 'tidak', 'bisa', 'login']","['a', 'login']",a login
Azka Khairunisa,bagus buat cerita Roblox bisa,5,2025-04-06 07:58:34,bagus buat cerita Roblox bisa,bagus buat cerita roblox bisa,bagus buat cerita roblox bisa,"['bagus', 'buat', 'cerita', 'roblox', 'bisa']","['bagus', 'cerita', 'roblox']",bagus cerita roblox
Aika Aja,"awal aku pake pinterest emang bagus, tapi sekarang kalo aku mau nyari ide malah tulisan yang aku cari jadi lebar trs ga ada ide yang aku mau, kosong cuma ada tulisan ide aku doang. ini kenapa ya? kalo memang di suruh update ga ada tulisan update",4,2025-04-06 07:50:21,awal aku pake pinterest emang bagus tapi sekarang kalo aku mau nyari ide malah tulisan yang aku cari jadi lebar trs ga ada ide yang aku mau kosong cuma ada tulisan ide aku doang ini kenapa ya kalo memang di suruh update ga ada tulisan update,awal aku pake pinterest emang bagus tapi sekarang kalo aku mau nyari ide malah tulisan yang aku cari jadi lebar trs ga ada ide yang aku mau kosong cuma ada tulisan ide aku doang ini kenapa ya kalo memang di suruh update ga ada tulisan update,awal aku pakai pinterest memang bagus tapi sekarang kalau aku mau mencari ide malah tulisan yang aku cari jadi lebar terus tidak ada ide yang aku mau kosong cuma ada tulisan ide aku doang ini kenapa ya kalau memang di suruh update tidak ada tulisan update,"['awal', 'aku', 'pakai', 'pinterest', 'memang', 'bagus', 'tapi', 'sekarang', 'kalau', 'aku', 'mau', 'mencari', 'ide', 'malah', 'tulisan', 'yang', 'aku', 'cari', 'jadi', 'lebar', 'terus', 'tidak', 'ada', 'ide', 'yang', 'aku', 'mau', 'kosong', 'cuma', 'ada', 'tulisan', 'ide', 'aku', 'doang', 'ini', 'kenapa', 'ya', 'kalau', 'memang', 'di', 'suruh', 'update', 'tidak', 'ada', 'tulisan', 'update']","['pakai', 'pinterest', 'bagus', 'mencari', 'ide', 'tulisan', 'cari', 'lebar', 'ide', 'kosong', 'tulisan', 'ide', 'doang', 'ya', 'suruh', 'update', 'tulisan', 'update']",pakai pinterest bagus cari ide tulis cari lebar ide kosong tulis ide doang ya suruh update tulis update
Bellvania Praditya,"halo pinterest, aku suka bngt sama apk ini krn dapat ide2, dan yg lain² yg menurut ku itu udh keren sama lucu2. tapi, seperti nya ada masalah saat di pencarian. saat aku nyari sesuatu, gambar nya itu tdk keluar dan masih loading. tetapi saat di check wifi/data masih aman. mohon diperbaiki, agar kami dapat menggunakan aplikasi dgn nyaman. terimakasih 🙏",2,2025-04-06 07:49:00,halo pinterest aku suka bngt sama apk ini krn dapat ide dan yg lain² yg menurut ku itu udh keren sama lucu tapi seperti nya ada masalah saat di pencarian saat aku nyari sesuatu gambar nya itu tdk keluar dan masih loading tetapi saat di check wifidata masih aman mohon diperbaiki agar kami dapat menggunakan aplikasi dgn nyaman terimakasih ,halo pinterest aku suka bngt sama apk ini krn dapat ide dan yg lain² yg menurut ku itu udh keren sama lucu tapi seperti nya ada masalah saat di pencarian saat aku nyari sesuatu gambar nya itu tdk keluar dan masih loading tetapi saat di check wifidata masih aman mohon diperbaiki agar kami dapat menggunakan aplikasi dgn nyaman terimakasih ,halo pinterest aku suka banget sama apk ini karena dapat ide dan yang lain² yang menurut ku itu sudah keren sama lucu tapi seperti ya ada masalah saat di pencarian saat aku mencari sesuatu gambar ya itu tidak keluar dan masih loading tetapi saat di check wifidata masih aman mohon diperbaiki agar kami dapat menggunakan aplikasi dengan nyaman terimakasih,"['halo', 'pinterest', 'aku', 'suka', 'banget', 'sama', 'apk', 'ini', 'karena', 'dapat', 'ide', 'dan', 'yang', 'lain²', 'yang', 'menurut', 'ku', 'itu', 'sudah', 'keren', 'sama', 'lucu', 'tapi', 'seperti', 'ya', 'ada', 'masalah', 'saat', 'di', 'pencarian', 'saat', 'aku', 'mencari', 'sesuatu', 'gambar', 'ya', 'itu', 'tidak', 'keluar', 'dan', 'masih', 'loading', 'tetapi', 'saat', 'di', 'check', 'wifidata', 'masih', 'aman', 'mohon', 'diperbaiki', 'agar', 'kami', 'dapat', 'menggunakan', 'aplikasi', 'dengan', 'nyaman', 'terimakasih']","['halo', 'pinterest', 'suka', 'banget', 'apk', 'ide', 'lain²', 'ku', 'keren', 'lucu', 'ya', 'pencarian', 'mencari', 'gambar', 'ya', 'loading', 'check', 'wifidata', 'aman', 'mohon', 'diperbaiki', 'aplikasi', 'nyaman', 'terimakasih']",halo pinterest suka banget apk ide lain ku keren lucu ya cari cari gambar ya loading check wifidata aman mohon baik aplikasi nyaman terimakasih
Siti Yusafnita,gj gw udh buat akun malah gabisa apk ini burik bgt GK jelas gw udh masukin tanggal lahir gw tetep GK bisa apk ini jelek,1,2025-04-06 07:35:29,gj gw udh buat akun malah gabisa apk ini burik bgt GK jelas gw udh masukin tanggal lahir gw tetep GK bisa apk ini jelek,gj gw udh buat akun malah gabisa apk ini burik bgt gk jelas gw udh masukin tanggal lahir gw tetep gk bisa apk ini jelek,gj gue sudah buat akun malah apk ini burik banget tidak jelas gue sudah memasuki tanggal lahir gue tetap tidak bisa apk ini jelek,"['gj', 'gue', 'sudah', 'buat', 'akun', 'malah', 'apk', 'ini', 'burik', 'banget', 'tidak', 'jelas', 'gue', 'sudah', 'memasuki', 'tanggal', 'lahir', 'gue', 'tetap', 'tidak', 'bisa', 'apk', 'ini', 'jelek']","['gj', 'gue', 'akun', 'apk', 'burik', 'banget', 'gue', 'memasuki', 'tanggal', 'lahir', 'gue', 'apk', 'jelek']",gj gue akun apk burik banget gue pasuk tanggal lahir gue apk jelek
Dini Nur arif,bad sekarang ga bisa cari gambar sesuai selera,1,2025-04-06 07:23:45,bad sekarang ga bisa cari gambar sesuai selera,bad sekarang ga bisa cari gambar sesuai selera,bad sekarang tidak bisa cari gambar sesuai selera,"['bad', 'sekarang', 'tidak', 'bisa', 'cari', 'gambar', 'sesuai', 'selera']","['bad', 'cari', 'gambar', 'sesuai', 'selera']",bad cari gambar sesuai selera
Zivana Rafiqa Balqis Situmorang,"aplikasi nya bagus banget mempermudah mencari berbagai referensi,tapi ada masalah sedikit",4,2025-04-06 07:17:24,aplikasi nya bagus banget mempermudah mencari berbagai referensitapi ada masalah sedikit,aplikasi nya bagus banget mempermudah mencari berbagai referensitapi ada masalah sedikit,aplikasi ya bagus banget mempermudah mencari berbagai referensitapi ada masalah sedikit,"['aplikasi', 'ya', 'bagus', 'banget', 'mempermudah', 'mencari', 'berbagai', 'referensitapi', 'ada', 'masalah', 'sedikit']","['aplikasi', 'ya', 'bagus', 'banget', 'mempermudah', 'mencari', 'referensitapi']",aplikasi ya bagus banget mudah cari referensitapi
Jovita nauli Sihombing,ku suka ada semua apung jadi bisa fake aja orang lain pake goggle,5,2025-04-06 07:15:27,ku suka ada semua apung jadi bisa fake aja orang lain pake goggle,ku suka ada semua apung jadi bisa fake aja orang lain pake goggle,ku suka ada semua apung jadi bisa fake saja orang lain pakai goggle,"['ku', 'suka', 'ada', 'semua', 'apung', 'jadi', 'bisa', 'fake', 'saja', 'orang', 'lain', 'pakai', 'goggle']","['ku', 'suka', 'apung', 'fake', 'orang', 'pakai', 'goggle']",ku suka apung fake orang pakai goggle
Ajeng Kamania,"aku suka banget sama aplikasi pinterest,soalnya foto nya pada cantik'😋💗🤩🤩",5,2025-04-06 06:40:31,aku suka banget sama aplikasi pinterestsoalnya foto nya pada cantik,aku suka banget sama aplikasi pinterestsoalnya foto nya pada cantik,aku suka banget sama aplikasi pinterestsoalnya foto ya pada cantik,"['aku', 'suka', 'banget', 'sama', 'aplikasi', 'pinterestsoalnya', 'foto', 'ya', 'pada', 'cantik']","['suka', 'banget', 'aplikasi', 'pinterestsoalnya', 'foto', 'ya', 'cantik']",suka banget aplikasi pinterestsoalnya foto ya cantik
kesya revalina,SO GOOD!!!!!,5,2025-04-06 06:29:56,SO GOOD,so good,sok good,"['sok', 'good']","['sok', 'good']",sok good
Anisa Cikal Raya,bagusss aja sihh bisa ambil gambar,5,2025-04-06 06:23:41,bagusss aja sihh bisa ambil gambar,bagusss aja sihh bisa ambil gambar,bagus saja sih bisa ambil gambar,"['bagus', 'saja', 'sih', 'bisa', 'ambil', 'gambar']","['bagus', 'sih', 'ambil', 'gambar']",bagus sih ambil gambar
Rini Novianti,aku bisa cari apa pun,5,2025-04-06 06:19:56,aku bisa cari apa pun,aku bisa cari apa pun,aku bisa cari apa pun,"['aku', 'bisa', 'cari', 'apa', 'pun']",['cari'],cari
Diani Ayu lestari,🫰🏻🥰🤏🏻,3,2025-04-06 06:06:52,,,,[],[],
Kurniawan Semarang,"maaf aku ksih bintang 2 karena pinterest ini jika sudah di download, selang beberapa hari kehapus otomatis, kenapa begitu ya??, tolong diperbaiki",2,2025-04-06 06:01:37,maaf aku ksih bintang  karena pinterest ini jika sudah di download selang beberapa hari kehapus otomatis kenapa begitu ya tolong diperbaiki,maaf aku ksih bintang  karena pinterest ini jika sudah di download selang beberapa hari kehapus otomatis kenapa begitu ya tolong diperbaiki,maaf aku kasih bintang karena pinterest ini jika sudah di download selang beberapa hari kehapus otomatis kenapa begitu ya tolong diperbaiki,"['maaf', 'aku', 'kasih', 'bintang', 'karena', 'pinterest', 'ini', 'jika', 'sudah', 'di', 'download', 'selang', 'beberapa', 'hari', 'kehapus', 'otomatis', 'kenapa', 'begitu', 'ya', 'tolong', 'diperbaiki']","['maaf', 'kasih', 'bintang', 'pinterest', 'download', 'selang', 'kehapus', 'otomatis', 'ya', 'tolong', 'diperbaiki']",maaf kasih bintang pinterest download selang hapus otomatis ya tolong baik
Messi Cewe,sering ngebug.,3,2025-04-06 05:51:07,sering ngebug,sering ngebug,sering ngebug,"['sering', 'ngebug']",['ngebug'],ngebug
Pengguna Google,kerenn,5,2025-04-06 05:25:58,kerenn,kerenn,keren,['keren'],['keren'],keren
Putra Ramadhan,search error,1,2025-04-06 05:03:27,search error,search error,search error,"['search', 'error']","['search', 'error']",search error
Alula Widoyoko,saya suka aplikasi ini,5,2025-04-06 04:34:35,saya suka aplikasi ini,saya suka aplikasi ini,saya suka aplikasi ini,"['saya', 'suka', 'aplikasi', 'ini']","['suka', 'aplikasi']",suka aplikasi
Ai Kania,kenapa yaaa pinterest di akuu gak bisa search jadi error gituuu??,2,2025-04-06 04:14:29,kenapa yaaa pinterest di akuu gak bisa search jadi error gituuu,kenapa yaaa pinterest di akuu gak bisa search jadi error gituuu,kenapa ya pinterest di aku tidak bisa search jadi error begitu,"['kenapa', 'ya', 'pinterest', 'di', 'aku', 'tidak', 'bisa', 'search', 'jadi', 'error', 'begitu']","['ya', 'pinterest', 'search', 'error']",ya pinterest search error
Qayyim Bazil,saya tidak suka dengan bende yang ditunjukan oleh pinterest,1,2025-04-06 04:06:23,saya tidak suka dengan bende yang ditunjukan oleh pinterest,saya tidak suka dengan bende yang ditunjukan oleh pinterest,saya tidak suka dengan bende yang ditunjukan oleh pinterest,"['saya', 'tidak', 'suka', 'dengan', 'bende', 'yang', 'ditunjukan', 'oleh', 'pinterest']","['suka', 'bende', 'ditunjukan', 'pinterest']",suka bende tunjuk pinterest
Gita Hafidzah Zulaikha,Setelah saya hapus karna memori penuh trus pas saya mau download lagi ga bisa,1,2025-04-06 03:53:54,Setelah saya hapus karna memori penuh trus pas saya mau download lagi ga bisa,setelah saya hapus karna memori penuh trus pas saya mau download lagi ga bisa,setelah saya hapus karena memori penuh terus pas saya mau download lagi tidak bisa,"['setelah', 'saya', 'hapus', 'karena', 'memori', 'penuh', 'terus', 'pas', 'saya', 'mau', 'download', 'lagi', 'tidak', 'bisa']","['hapus', 'memori', 'penuh', 'pas', 'download']",hapus memori penuh pas download
Olivia Aja,Aplikasi ini sangat membantu sekali,5,2025-04-06 03:49:24,Aplikasi ini sangat membantu sekali,aplikasi ini sangat membantu sekali,aplikasi ini sangat membantu sekali,"['aplikasi', 'ini', 'sangat', 'membantu', 'sekali']","['aplikasi', 'membantu']",aplikasi bantu
Muhammad Haikal,aplikasi aneh banyak hal jomok baru di buka udh ada anime telnjang mana download nya lama padahal jaringan dan memori saya bagus,1,2025-04-06 03:29:17,aplikasi aneh banyak hal jomok baru di buka udh ada anime telnjang mana download nya lama padahal jaringan dan memori saya bagus,aplikasi aneh banyak hal jomok baru di buka udh ada anime telnjang mana download nya lama padahal jaringan dan memori saya bagus,aplikasi aneh banyak hal jomok baru di buka sudah ada anime telnjang mana download ya lama padahal jaringan dan memori saya bagus,"['aplikasi', 'aneh', 'banyak', 'hal', 'jomok', 'baru', 'di', 'buka', 'sudah', 'ada', 'anime', 'telnjang', 'mana', 'download', 'ya', 'lama', 'padahal', 'jaringan', 'dan', 'memori', 'saya', 'bagus']","['aplikasi', 'aneh', 'jomok', 'buka', 'anime', 'telnjang', 'download', 'ya', 'jaringan', 'memori', 'bagus']",aplikasi aneh jomok buka anime telnjang download ya jaring memori bagus
Ida Maulida,👍👍,5,2025-04-06 02:45:51,,,,[],[],
Muhammad Raqib,ok pinterest sangat membantu dalam menemukan inspirasi,5,2025-04-06 00:53:53,ok pinterest sangat membantu dalam menemukan inspirasi,ok pinterest sangat membantu dalam menemukan inspirasi,ok pinterest sangat membantu dalam menemukan inspirasi,"['ok', 'pinterest', 'sangat', 'membantu', 'dalam', 'menemukan', 'inspirasi']","['ok', 'pinterest', 'membantu', 'menemukan', 'inspirasi']",ok pinterest bantu temu inspirasi
M fadli Fadli,"makasi pin, disini apk pin ini sangat lengkap saya menyukai nya yang ku cari langsung ada",5,2025-04-05 23:36:06,makasi pin disini apk pin ini sangat lengkap saya menyukai nya yang ku cari langsung ada,makasi pin disini apk pin ini sangat lengkap saya menyukai nya yang ku cari langsung ada,pin disini apk pin ini sangat lengkap saya menyukai ya yang ku cari langsung ada,"['pin', 'disini', 'apk', 'pin', 'ini', 'sangat', 'lengkap', 'saya', 'menyukai', 'ya', 'yang', 'ku', 'cari', 'langsung', 'ada']","['pin', 'apk', 'pin', 'lengkap', 'menyukai', 'ya', 'ku', 'cari', 'langsung']",pin apk pin lengkap suka ya ku cari langsung
Aqila Zahra,pinterest ini sangat bagus dan mudah mencari gambar yang kita mau,5,2025-04-05 23:13:23,pinterest ini sangat bagus dan mudah mencari gambar yang kita mau,pinterest ini sangat bagus dan mudah mencari gambar yang kita mau,pinterest ini sangat bagus dan mudah mencari gambar yang kita mau,"['pinterest', 'ini', 'sangat', 'bagus', 'dan', 'mudah', 'mencari', 'gambar', 'yang', 'kita', 'mau']","['pinterest', 'bagus', 'mudah', 'mencari', 'gambar']",pinterest bagus mudah cari gambar
RehanKun 1,Sangat The best!!,5,2025-04-05 23:06:41,Sangat The best,sangat the best,sangat the best,"['sangat', 'the', 'best']","['the', 'best']",the best
mobile legend 1,"mungkin bisa ditambah fitur kalo diteken lama jadi ngezoom ky ig, membantu bgt biar kalo liat ga perlu buka fotonya.",5,2025-04-05 22:47:06,mungkin bisa ditambah fitur kalo diteken lama jadi ngezoom ky ig membantu bgt biar kalo liat ga perlu buka fotonya,mungkin bisa ditambah fitur kalo diteken lama jadi ngezoom ky ig membantu bgt biar kalo liat ga perlu buka fotonya,mungkin bisa ditambah fitur kalau diteken lama jadi ngezoom kaya ig membantu banget biar kalau lihat tidak perlu buka fotonya,"['mungkin', 'bisa', 'ditambah', 'fitur', 'kalau', 'diteken', 'lama', 'jadi', 'ngezoom', 'kaya', 'ig', 'membantu', 'banget', 'biar', 'kalau', 'lihat', 'tidak', 'perlu', 'buka', 'fotonya']","['ditambah', 'fitur', 'diteken', 'ngezoom', 'kaya', 'ig', 'membantu', 'banget', 'biar', 'lihat', 'buka', 'fotonya']",tambah fitur teken ngezoom kaya ig bantu banget biar lihat buka foto
Danu Riyanto,banyak foto estetik dari pinterest apa saja yang kalian ininkan bisa ketik dan lengkap ada banyak foto estetik selamat mencoba,2,2025-04-05 19:50:56,banyak foto estetik dari pinterest apa saja yang kalian ininkan bisa ketik dan lengkap ada banyak foto estetik selamat mencoba,banyak foto estetik dari pinterest apa saja yang kalian ininkan bisa ketik dan lengkap ada banyak foto estetik selamat mencoba,banyak foto estetik dari pinterest apa saja yang kalian ininkan bisa ketik dan lengkap ada banyak foto estetik selamat mencoba,"['banyak', 'foto', 'estetik', 'dari', 'pinterest', 'apa', 'saja', 'yang', 'kalian', 'ininkan', 'bisa', 'ketik', 'dan', 'lengkap', 'ada', 'banyak', 'foto', 'estetik', 'selamat', 'mencoba']","['foto', 'estetik', 'pinterest', 'ininkan', 'ketik', 'lengkap', 'foto', 'estetik', 'selamat', 'mencoba']",foto estetik pinterest ininkan ketik lengkap foto estetik selamat coba
Rudi Erte,"skrng susah bgt download gambarnya, sring ngelag dan gbs diambil",3,2025-04-05 19:31:49,skrng susah bgt download gambarnya sring ngelag dan gbs diambil,skrng susah bgt download gambarnya sring ngelag dan gbs diambil,sekarang susah banget download gambarnya sring ngelag dan diambil,"['sekarang', 'susah', 'banget', 'download', 'gambarnya', 'sring', 'ngelag', 'dan', 'diambil']","['susah', 'banget', 'download', 'gambarnya', 'sring', 'ngelag', 'diambil']",susah banget download gambar sring ngelag ambil
Keysiela Elmyra,"Dev, kenapa pas search gabisa? Udh ngetik apa yang mau di search, tapi pas pencet tombol kaca pembesar/tombol search kok gak muncul gambarnya? Malah ada tanda '< ""search for ..."" ' di tengah kiri. Kalau dipencet bakal ngulang. Gimana ya?? Masa setiap mau search harus download ulang dulu sih",2,2025-04-05 19:13:24,Dev kenapa pas search gabisa Udh ngetik apa yang mau di search tapi pas pencet tombol kaca pembesartombol search kok gak muncul gambarnya Malah ada tanda  search for   di tengah kiri Kalau dipencet bakal ngulang Gimana ya Masa setiap mau search harus download ulang dulu sih,dev kenapa pas search gabisa udh ngetik apa yang mau di search tapi pas pencet tombol kaca pembesartombol search kok gak muncul gambarnya malah ada tanda  search for   di tengah kiri kalau dipencet bakal ngulang gimana ya masa setiap mau search harus download ulang dulu sih,dev kenapa pas search sudah mengetik apa yang mau di search tapi pas pencet tombol kaca pembesartombol search kok tidak muncul gambarnya malah ada tanda search for di tengah kiri kalau dipencet bakal ngulang bagaimana ya masa setiap mau search harus download ulang dulu sih,"['dev', 'kenapa', 'pas', 'search', 'sudah', 'mengetik', 'apa', 'yang', 'mau', 'di', 'search', 'tapi', 'pas', 'pencet', 'tombol', 'kaca', 'pembesartombol', 'search', 'kok', 'tidak', 'muncul', 'gambarnya', 'malah', 'ada', 'tanda', 'search', 'for', 'di', 'tengah', 'kiri', 'kalau', 'dipencet', 'bakal', 'ngulang', 'bagaimana', 'ya', 'masa', 'setiap', 'mau', 'search', 'harus', 'download', 'ulang', 'dulu', 'sih']","['dev', 'pas', 'search', 'mengetik', 'search', 'pas', 'pencet', 'tombol', 'kaca', 'pembesartombol', 'search', 'muncul', 'gambarnya', 'tanda', 'search', 'for', 'kiri', 'dipencet', 'ngulang', 'ya', 'search', 'download', 'ulang', 'sih']",dev pas search etik search pas pencet tombol kaca pembesartombol search muncul gambar tanda search for kiri pencet ngulang ya search download ulang sih
