at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-04-15 00:33:47,kheii,3,kenapa sih akhir akhir ini crash mulu. udah search ga muncul apa apa. apapun keyword nya ditulis tidak ditemukan. sampe re install 2x. di perbaiki dong,kenapa sih akhir akhir ini crash mulu udah search ga muncul apa apa apapun keyword nya ditulis tidak ditemukan sampe re install x di perbaiki dong,kenapa sih akhir akhir ini crash mulu udah search ga muncul apa apa apapun keyword nya ditulis tidak ditemukan sampe re install x di perbaiki dong,kenapa sih akhir akhir ini crash mulu sudah search tidak muncul apa apa apapun keyword ya ditulis tidak ditemukan sampai re install kali di perbaiki dong,"['kenapa', 'sih', 'akhir', 'akhir', 'ini', 'crash', 'mulu', 'sudah', 'search', 'tidak', 'muncul', 'apa', 'apa', 'apapun', 'keyword', 'ya', 'ditulis', 'tidak', 'ditemukan', 'sampai', 're', 'install', 'kali', 'di', 'perbaiki', 'dong']","['sih', 'crash', 'mulu', 'search', 'muncul', 'apapun', 'keyword', 'ya', 'ditulis', 'ditemukan', 're', 'install', 'kali', 'perbaiki']",sih crash mulu search muncul apa keyword ya tulis temu re install kali baik
2025-04-15 00:07:18,Manda Oke,4,bagus tapi tolong kasih fitur anti AI,bagus tapi tolong kasih fitur anti AI,bagus tapi tolong kasih fitur anti ai,bagus tapi tolong kasih fitur anti ai,"['bagus', 'tapi', 'tolong', 'kasih', 'fitur', 'anti', 'ai']","['bagus', 'tolong', 'kasih', 'fitur', 'anti', 'ai']",bagus tolong kasih fitur anti ai
2025-04-14 18:24:52,Putra Padjajaran,5,mntab bnget..,mntab bnget,mntab bnget,mntab banget,"['mntab', 'banget']","['mntab', 'banget']",mntab banget
2025-04-14 16:51:19,Novi Eca,5,karenah disini bagus bagus,karenah disini bagus bagus,karenah disini bagus bagus,karenah disini bagus bagus,"['karenah', 'disini', 'bagus', 'bagus']","['karenah', 'bagus', 'bagus']",karenah bagus bagus
2025-04-14 15:22:26,Yoni Siswanto,2,gak tuch alias ( gabut ),gak tuch alias  gabut ,gak tuch alias  gabut ,tidak tuh alias gabut,"['tidak', 'tuh', 'alias', 'gabut']","['tuh', 'alias', 'gabut']",tuh alias gabut
2025-04-14 15:18:28,Zain Bang'Er,5,sO cOoL . . . !!,sO cOoL    ,so cool    ,sok cool,"['sok', 'cool']","['sok', 'cool']",sok cool
2025-04-14 15:01:40,Ank game Mobile legends,1,aplikasi nggak jelas aku masuk pakai akun mana pun nggak bisa masuk akun Facebook akun google email,aplikasi nggak jelas aku masuk pakai akun mana pun nggak bisa masuk akun Facebook akun google email,aplikasi nggak jelas aku masuk pakai akun mana pun nggak bisa masuk akun facebook akun google email,aplikasi tidak jelas aku masuk pakai akun mana pun tidak bisa masuk akun facebook akun google email,"['aplikasi', 'tidak', 'jelas', 'aku', 'masuk', 'pakai', 'akun', 'mana', 'pun', 'tidak', 'bisa', 'masuk', 'akun', 'facebook', 'akun', 'google', 'email']","['aplikasi', 'masuk', 'pakai', 'akun', 'masuk', 'akun', 'facebook', 'akun', 'google', 'email']",aplikasi masuk pakai akun masuk akun facebook akun google email
2025-04-14 14:30:07,Sulami,5,ini sangat bagus saya suka,ini sangat bagus saya suka,ini sangat bagus saya suka,ini sangat bagus saya suka,"['ini', 'sangat', 'bagus', 'saya', 'suka']","['bagus', 'suka']",bagus suka
2025-04-14 14:15:52,Pakan Butiran,3,sangat bagus dan sy juga suka tapi ada alasan lain yg tidak bisa sy sampaikan,sangat bagus dan sy juga suka tapi ada alasan lain yg tidak bisa sy sampaikan,sangat bagus dan sy juga suka tapi ada alasan lain yg tidak bisa sy sampaikan,sangat bagus dan saya juga suka tapi ada alasan lain yang tidak bisa saya sampaikan,"['sangat', 'bagus', 'dan', 'saya', 'juga', 'suka', 'tapi', 'ada', 'alasan', 'lain', 'yang', 'tidak', 'bisa', 'saya', 'sampaikan']","['bagus', 'suka', 'alasan']",bagus suka alas
2025-04-14 14:07:43,khanza aurelia,5,Bguss,Bguss,bguss,bguss,['bguss'],['bguss'],bguss
2025-04-14 13:54:28,Agus Setiadi,4,"𝗅𝗎𝗆𝗒𝗇 𝖻𝖺𝗀𝗎𝗌 𝗅𝖺𝗁 𝗒𝖺, 𝖼𝗈𝖼𝗈𝗄 𝗃𝗀 𝗄𝗅𝗈 𝖺𝖽 𝗒𝗇𝗀 𝗆𝖺𝗂𝗇 𝗋𝗉",          ,          ,,[],[],
2025-04-14 13:45:07,Ayam Irenk,5,bagus aja,bagus aja,bagus aja,bagus saja,"['bagus', 'saja']",['bagus'],bagus
2025-04-14 13:43:49,Udin Din,5,★★★★★,,,,[],[],
2025-04-14 13:01:56,Yanto Mardianto,5,pinterest aplikasi yang sangat bagus,pinterest aplikasi yang sangat bagus,pinterest aplikasi yang sangat bagus,pinterest aplikasi yang sangat bagus,"['pinterest', 'aplikasi', 'yang', 'sangat', 'bagus']","['pinterest', 'aplikasi', 'bagus']",pinterest aplikasi bagus
2025-04-14 12:49:26,Saskia Laura Bella,1,bug gak bisa cari dari galeri jlk,bug gak bisa cari dari galeri jlk,bug gak bisa cari dari galeri jlk,bug tidak bisa cari dari galeri jlk,"['bug', 'tidak', 'bisa', 'cari', 'dari', 'galeri', 'jlk']","['bug', 'cari', 'galeri', 'jlk']",bug cari galeri jlk
2025-04-14 11:36:02,Ifah Cantik,2,ini login akun nya susah,ini login akun nya susah,ini login akun nya susah,ini login akun ya susah,"['ini', 'login', 'akun', 'ya', 'susah']","['login', 'akun', 'ya', 'susah']",login akun ya susah
2025-04-14 11:25:37,Asep Bagus,5,bgus,bgus,bgus,bagus,['bagus'],['bagus'],bagus
2025-04-14 11:14:42,Dian Nur marisca,3,"kekurangan nya yaitu: -kalo mau nyimpan gambar/video nya tuh ke papan yang nyambung sama gambar nya malah kadang kagak masuk ke pilihan terastas nya mulu, harus pula scroll kebawah sampe nemu papan yang sesuai dan kadang malah gambar yang gak nyambung tambah lagi gak pernah di masukan ke papan yang tak sesuai malah msuk ke pilihanteratas -pas udah blokir sesuatu contoh nya kayak gambar yang tak aku suka, kadang-kadang gambar tu masih muncul, padahal dah di blokir .. -gabisabuatpostingan pribadi",kekurangan nya yaitu kalo mau nyimpan gambarvideo nya tuh ke papan yang nyambung sama gambar nya malah kadang kagak masuk ke pilihan terastas nya mulu harus pula scroll kebawah sampe nemu papan yang sesuai dan kadang malah gambar yang gak nyambung tambah lagi gak pernah di masukan ke papan yang tak sesuai malah msuk ke pilihanteratas pas udah blokir sesuatu contoh nya kayak gambar yang tak aku suka kadangkadang gambar tu masih muncul padahal dah di blokir  gabisabuatpostingan pribadi,kekurangan nya yaitu kalo mau nyimpan gambarvideo nya tuh ke papan yang nyambung sama gambar nya malah kadang kagak masuk ke pilihan terastas nya mulu harus pula scroll kebawah sampe nemu papan yang sesuai dan kadang malah gambar yang gak nyambung tambah lagi gak pernah di masukan ke papan yang tak sesuai malah msuk ke pilihanteratas pas udah blokir sesuatu contoh nya kayak gambar yang tak aku suka kadangkadang gambar tu masih muncul padahal dah di blokir  gabisabuatpostingan pribadi,kekurangan ya yaitu kalau mau nyimpan gambarvideo ya tuh ke papan yang menyambung sama gambar ya malah kadang kagak masuk ke pilihan terastas ya mulu harus pula scroll kebawah sampai nemu papan yang sesuai dan kadang malah gambar yang tidak menyambung tambah lagi tidak pernah di masukan ke papan yang tak sesuai malah masuk ke pilihanteratas pas sudah blokir sesuatu contoh ya kayak gambar yang tak aku suka kadangkadang gambar itu masih muncul padahal sudah di blokir gabisabuatpostingan pribadi,"['kekurangan', 'ya', 'yaitu', 'kalau', 'mau', 'nyimpan', 'gambarvideo', 'ya', 'tuh', 'ke', 'papan', 'yang', 'menyambung', 'sama', 'gambar', 'ya', 'malah', 'kadang', 'kagak', 'masuk', 'ke', 'pilihan', 'terastas', 'ya', 'mulu', 'harus', 'pula', 'scroll', 'kebawah', 'sampai', 'nemu', 'papan', 'yang', 'sesuai', 'dan', 'kadang', 'malah', 'gambar', 'yang', 'tidak', 'menyambung', 'tambah', 'lagi', 'tidak', 'pernah', 'di', 'masukan', 'ke', 'papan', 'yang', 'tak', 'sesuai', 'malah', 'masuk', 'ke', 'pilihanteratas', 'pas', 'sudah', 'blokir', 'sesuatu', 'contoh', 'ya', 'kayak', 'gambar', 'yang', 'tak', 'aku', 'suka', 'kadangkadang', 'gambar', 'itu', 'masih', 'muncul', 'padahal', 'sudah', 'di', 'blokir', 'gabisabuatpostingan', 'pribadi']","['kekurangan', 'ya', 'nyimpan', 'gambarvideo', 'ya', 'tuh', 'papan', 'menyambung', 'gambar', 'ya', 'kadang', 'kagak', 'masuk', 'pilihan', 'terastas', 'ya', 'mulu', 'scroll', 'kebawah', 'nemu', 'papan', 'sesuai', 'kadang', 'gambar', 'menyambung', 'masukan', 'papan', 'sesuai', 'masuk', 'pilihanteratas', 'pas', 'blokir', 'contoh', 'ya', 'kayak', 'gambar', 'suka', 'kadangkadang', 'gambar', 'muncul', 'blokir', 'gabisabuatpostingan', 'pribadi']",kurang ya nyimpan gambarvideo ya tuh papan sambung gambar ya kadang kagak masuk pilih terastas ya mulu scroll bawah nemu papan sesuai kadang gambar sambung masuk papan sesuai masuk pilihanteratas pas blokir contoh ya kayak gambar suka kadangkadang gambar muncul blokir gabisabuatpostingan pribadi
2025-04-14 10:52:54,Putri Anjarsari,5,gak tau suka aj,gak tau suka aj,gak tau suka aj,tidak tau suka saja,"['tidak', 'tau', 'suka', 'saja']","['tau', 'suka']",tau suka
2025-04-14 10:06:14,Amirah Alya,3,kenapa setiap pasang widget selalu ada tulisan memuat sajian beranda padahal sudah saya coba berkali-kali tapi tetap saja,kenapa setiap pasang widget selalu ada tulisan memuat sajian beranda padahal sudah saya coba berkalikali tapi tetap saja,kenapa setiap pasang widget selalu ada tulisan memuat sajian beranda padahal sudah saya coba berkalikali tapi tetap saja,kenapa setiap pasang widget selalu ada tulisan memuat sajian beranda padahal sudah saya coba berkalikali tapi tetap saja,"['kenapa', 'setiap', 'pasang', 'widget', 'selalu', 'ada', 'tulisan', 'memuat', 'sajian', 'beranda', 'padahal', 'sudah', 'saya', 'coba', 'berkalikali', 'tapi', 'tetap', 'saja']","['pasang', 'widget', 'tulisan', 'memuat', 'sajian', 'beranda', 'coba', 'berkalikali']",pasang widget tulis muat saji beranda coba berkalikali
2025-04-14 09:49:58,Kilmi,5,terimakasih sudah di fix 🥰🥰,terimakasih sudah di fix ,terimakasih sudah di fix ,terimakasih sudah di fix,"['terimakasih', 'sudah', 'di', 'fix']","['terimakasih', 'fix']",terimakasih fix
2025-04-14 09:16:01,evika nathania evika.nathania889,5,bagus keren berguna sekali untuk konten,bagus keren berguna sekali untuk konten,bagus keren berguna sekali untuk konten,bagus keren berguna sekali untuk konten,"['bagus', 'keren', 'berguna', 'sekali', 'untuk', 'konten']","['bagus', 'keren', 'berguna', 'konten']",bagus keren guna konten
2025-04-14 09:13:47,Nadira Nadira,5,"Bagus banget buat cari referensi atau gambar, aplikasinya lancar ketika digunakan",Bagus banget buat cari referensi atau gambar aplikasinya lancar ketika digunakan,bagus banget buat cari referensi atau gambar aplikasinya lancar ketika digunakan,bagus banget buat cari referensi atau gambar aplikasinya lancar ketika digunakan,"['bagus', 'banget', 'buat', 'cari', 'referensi', 'atau', 'gambar', 'aplikasinya', 'lancar', 'ketika', 'digunakan']","['bagus', 'banget', 'cari', 'referensi', 'gambar', 'aplikasinya', 'lancar']",bagus banget cari referensi gambar aplikasi lancar
2025-04-14 09:02:41,Faris Alfarizi,5,bagus untuk poto profil,bagus untuk poto profil,bagus untuk poto profil,bagus untuk poto profil,"['bagus', 'untuk', 'poto', 'profil']","['bagus', 'poto', 'profil']",bagus poto profil
2025-04-14 08:35:02,Azra Zerlina,1,GAK BISA LOGIN GIMANA SIHHH PADAHAL APK INI BAGUS BNGT TAPI GA BISA LOGIN,GAK BISA LOGIN GIMANA SIHHH PADAHAL APK INI BAGUS BNGT TAPI GA BISA LOGIN,gak bisa login gimana sihhh padahal apk ini bagus bngt tapi ga bisa login,tidak bisa login bagaimana sih padahal apk ini bagus banget tapi tidak bisa login,"['tidak', 'bisa', 'login', 'bagaimana', 'sih', 'padahal', 'apk', 'ini', 'bagus', 'banget', 'tapi', 'tidak', 'bisa', 'login']","['login', 'sih', 'apk', 'bagus', 'banget', 'login']",login sih apk bagus banget login
2025-04-14 07:28:42,Nina Wahyu,5,Bagus bisa bikin wallpaper sendiri,Bagus bisa bikin wallpaper sendiri,bagus bisa bikin wallpaper sendiri,bagus bisa bikin wallpaper sendiri,"['bagus', 'bisa', 'bikin', 'wallpaper', 'sendiri']","['bagus', 'bikin', 'wallpaper']",bagus bikin wallpaper
2025-04-14 07:12:17,Budi Purnomo,5,hey si kecil pengguna garam cina garam cina semua pinn itu sangat lah berguna,hey si kecil pengguna garam cina garam cina semua pinn itu sangat lah berguna,hey si kecil pengguna garam cina garam cina semua pinn itu sangat lah berguna,hey sih kecil pengguna garam cina garam cina semua pinn itu sangat lah berguna,"['hey', 'sih', 'kecil', 'pengguna', 'garam', 'cina', 'garam', 'cina', 'semua', 'pinn', 'itu', 'sangat', 'lah', 'berguna']","['hey', 'sih', 'pengguna', 'garam', 'cina', 'garam', 'cina', 'pinn', 'berguna']",hey sih guna garam cina garam cina pinn guna
2025-04-14 05:33:18,Baby alora,1,"perbaiki fitur pencariannya, keseringan error",perbaiki fitur pencariannya keseringan error,perbaiki fitur pencariannya keseringan error,perbaiki fitur pencariannya keseringan error,"['perbaiki', 'fitur', 'pencariannya', 'keseringan', 'error']","['perbaiki', 'fitur', 'pencariannya', 'keseringan', 'error']",baik fitur cari sering error
2025-04-14 05:03:14,Reisa Febriani,5,bisa nambah inspirasi,bisa nambah inspirasi,bisa nambah inspirasi,bisa menambah inspirasi,"['bisa', 'menambah', 'inspirasi']","['menambah', 'inspirasi']",tambah inspirasi
2025-04-14 04:31:10,Xylni,4,suka sama foto² nya,suka sama foto nya,suka sama foto nya,suka sama foto ya,"['suka', 'sama', 'foto', 'ya']","['suka', 'foto', 'ya']",suka foto ya
2025-04-14 04:27:40,Rahay Ningsyh yy,2,semua vidio gabisa di simpannnn bisnya cuma foto bikin keselll,semua vidio gabisa di simpannnn bisnya cuma foto bikin keselll,semua vidio gabisa di simpannnn bisnya cuma foto bikin keselll,semua vidio di simpannnn bisnya cuma foto bikin keselll,"['semua', 'vidio', 'di', 'simpannnn', 'bisnya', 'cuma', 'foto', 'bikin', 'keselll']","['vidio', 'simpannnn', 'bisnya', 'foto', 'bikin', 'keselll']",vidio simpannnn bis foto bikin keselll
2025-04-14 03:20:29,Romi Ramadhan .s,5,"ini sangat berguna, saya mendapatkan banyak inspirasi dari sini, tapi meskipun sudah meng install app pinterest, aku malah selalu menggunakan pinterest web XD",ini sangat berguna saya mendapatkan banyak inspirasi dari sini tapi meskipun sudah meng install app pinterest aku malah selalu menggunakan pinterest web XD,ini sangat berguna saya mendapatkan banyak inspirasi dari sini tapi meskipun sudah meng install app pinterest aku malah selalu menggunakan pinterest web xd,ini sangat berguna saya mendapatkan banyak inspirasi dari sini tapi meskipun sudah meng install app pinterest aku malah selalu menggunakan pinterest web xd,"['ini', 'sangat', 'berguna', 'saya', 'mendapatkan', 'banyak', 'inspirasi', 'dari', 'sini', 'tapi', 'meskipun', 'sudah', 'meng', 'install', 'app', 'pinterest', 'aku', 'malah', 'selalu', 'menggunakan', 'pinterest', 'web', 'xd']","['berguna', 'inspirasi', 'meng', 'install', 'app', 'pinterest', 'pinterest', 'web', 'xd']",guna inspirasi meng install app pinterest pinterest web xd
2025-04-14 01:25:45,R70,1,aplikasi suka menampilkan hal yang tidak senonoh,aplikasi suka menampilkan hal yang tidak senonoh,aplikasi suka menampilkan hal yang tidak senonoh,aplikasi suka menampilkan hal yang tidak senonoh,"['aplikasi', 'suka', 'menampilkan', 'hal', 'yang', 'tidak', 'senonoh']","['aplikasi', 'suka', 'menampilkan', 'senonoh']",aplikasi suka tampil senonoh
2025-04-14 01:01:42,Icha Dwi sandra,5,mudah banget cari foto aktor atau aktris favorit kita,mudah banget cari foto aktor atau aktris favorit kita,mudah banget cari foto aktor atau aktris favorit kita,mudah banget cari foto aktor atau aktris favorit kita,"['mudah', 'banget', 'cari', 'foto', 'aktor', 'atau', 'aktris', 'favorit', 'kita']","['mudah', 'banget', 'cari', 'foto', 'aktor', 'aktris', 'favorit']",mudah banget cari foto aktor aktris favorit
2025-04-14 00:32:11,Doraemon Nobi,3,videonya selalu gak keliatan,videonya selalu gak keliatan,videonya selalu gak keliatan,videonya selalu tidak kelihatan,"['videonya', 'selalu', 'tidak', 'kelihatan']",['videonya'],video
2025-04-13 22:54:59,Silmi Kaffah,5,i love pinterest.,i love pinterest,i love pinterest,i love pinterest,"['i', 'love', 'pinterest']","['i', 'love', 'pinterest']",i love pinterest
2025-04-13 18:42:13,Kang Gatot,5,Pintereser banyak gambar poto,Pintereser banyak gambar poto,pintereser banyak gambar poto,pintereser banyak gambar poto,"['pintereser', 'banyak', 'gambar', 'poto']","['pintereser', 'gambar', 'poto']",pintereser gambar poto
2025-04-13 18:07:39,Darminto Marto Prawiro,5,aksi potonya bagus 👍🩵,aksi potonya bagus ,aksi potonya bagus ,aksi potonya bagus,"['aksi', 'potonya', 'bagus']","['aksi', 'potonya', 'bagus']",aksi potonya bagus
2025-04-13 17:35:30,Zulfikar Fikar (Hjwaty),5,waah ini bagus skali,waah ini bagus skali,waah ini bagus skali,wah ini bagus sekali,"['wah', 'ini', 'bagus', 'sekali']",['bagus'],bagus
2025-04-13 17:11:51,Kartini Kartini,5,membantu dikit,membantu dikit,membantu dikit,membantu dikit,"['membantu', 'dikit']","['membantu', 'dikit']",bantu dikit
2025-04-13 16:19:42,Rina Lolypop,4,kenapa ya ko gak bisa kirim pesan?,kenapa ya ko gak bisa kirim pesan,kenapa ya ko gak bisa kirim pesan,kenapa ya kok tidak bisa kirim pesan,"['kenapa', 'ya', 'kok', 'tidak', 'bisa', 'kirim', 'pesan']","['ya', 'kirim', 'pesan']",ya kirim pesan
2025-04-13 16:12:35,Ferdianus ole awa,5,cukup bagus,cukup bagus,cukup bagus,cukup bagus,"['cukup', 'bagus']",['bagus'],bagus
2025-04-13 15:53:10,Fursan Channel,5,Good 👍😊,Good ,good ,good,['good'],['good'],good
2025-04-13 15:16:42,Teuku Muda,1,"banyak bugnya. Dulu pinterest bisa diluncurkan bareng dengan spotify. sekarang setiap ada video sedikit saja, spotify saya langsung berhenti total. Pengalaman pinterest makin buruk sial",banyak bugnya Dulu pinterest bisa diluncurkan bareng dengan spotify sekarang setiap ada video sedikit saja spotify saya langsung berhenti total Pengalaman pinterest makin buruk sial,banyak bugnya dulu pinterest bisa diluncurkan bareng dengan spotify sekarang setiap ada video sedikit saja spotify saya langsung berhenti total pengalaman pinterest makin buruk sial,banyak bugnya dulu pinterest bisa diluncurkan bareng dengan spotify sekarang setiap ada video sedikit saja spotify saya langsung berhenti total pengalaman pinterest makin buruk sial,"['banyak', 'bugnya', 'dulu', 'pinterest', 'bisa', 'diluncurkan', 'bareng', 'dengan', 'spotify', 'sekarang', 'setiap', 'ada', 'video', 'sedikit', 'saja', 'spotify', 'saya', 'langsung', 'berhenti', 'total', 'pengalaman', 'pinterest', 'makin', 'buruk', 'sial']","['bugnya', 'pinterest', 'diluncurkan', 'bareng', 'spotify', 'video', 'spotify', 'langsung', 'berhenti', 'total', 'pengalaman', 'pinterest', 'buruk', 'sial']",bugnya pinterest luncur bareng spotify video spotify langsung henti total alam pinterest buruk sial
