at,userName,score,content,cleaning,case_folding,normalisasi,stemming_data,sentiment
2025-04-02 06:40:33,Ryu De akami,5,"pokoknya baguus banget 🤩,di jamin puas",pokoknya baguus banget di jamin puas,pokoknya baguus banget di jamin puas,pokoknya baguus banget di jamin puas,pokok baguus banget jamin puas,Positif
2025-04-02 06:31:06,dyah mardiyah,4,"bagus sih, tpi cara ng update nya gimana sih, kok gak bisa??!!!!",bagus sih tpi cara ng update nya gimana sih kok gak bisa,bagus sih tpi cara ng update nya gimana sih kok gak bisa,bagus sih tapi cara ng update ya bagaimana sih kok tidak bisa,bagus sih ng update ya sih,Positif
2025-04-02 05:38:53,ERGHA Wati,1,tolol apk nya tanggal lahir saya udah benar malah salah,tolol apk nya tanggal lahir saya udah benar malah salah,tolol apk nya tanggal lahir saya udah benar malah salah,tolol apk ya tanggal lahir saya sudah benar malah salah,tolol apk ya tanggal lahir salah,Negatif
2025-04-02 05:20:34,Hena Aku,5,"It's great, I really like it because we can get good photos, so I really like this application and there are also lots of photos of my idols like K-popers or anime.",Its great I really like it because we can get good photos so I really like this application and there are also lots of photos of my idols like Kpopers or anime,its great i really like it because we can get good photos so i really like this application and there are also lots of photos of my idols like kpopers or anime,its great i really like itu because we can get good photos sok i really like this application and there are also lots of photos of my idols like kpopers orang anime,its great i really like because we can get good photos sok i really like this application and there are also lots of photos of my idols like kpopers orang anime,Positif
2025-04-02 05:00:18,Safa Arescha,5,not bad,not bad,not bad,not bad,not bad,Positif
2025-04-02 04:15:40,Chila Novita wardhani,5,"berguna banget buat cari gambar sesuatu, yang aesthetic, tutorial ini itu, dan lainnya, banyak sekali!!❤️💓",berguna banget buat cari gambar sesuatu yang aesthetic tutorial ini itu dan lainnya banyak sekali,berguna banget buat cari gambar sesuatu yang aesthetic tutorial ini itu dan lainnya banyak sekali,berguna banget buat cari gambar sesuatu yang aesthetic tutorial ini itu dan lainnya banyak sekali,guna banget cari gambar aesthetic tutorial,Positif
2025-04-02 03:59:49,NEVER STAR // 33,3,"aplikasi nya gak stabil, kecepatan koneksi internet sudah cepat bahkan untuk mendownload file yang berukuran 1gb an bisa selesai dengan cepat namun ketika didalam aplikasi malah gak muncul gambar apapun yang muncul cuma gambar dari iklan seperti shopee🙏",aplikasi nya gak stabil kecepatan koneksi internet sudah cepat bahkan untuk mendownload file yang berukuran gb an bisa selesai dengan cepat namun ketika didalam aplikasi malah gak muncul gambar apapun yang muncul cuma gambar dari iklan seperti shopee,aplikasi nya gak stabil kecepatan koneksi internet sudah cepat bahkan untuk mendownload file yang berukuran gb an bisa selesai dengan cepat namun ketika didalam aplikasi malah gak muncul gambar apapun yang muncul cuma gambar dari iklan seperti shopee,aplikasi ya tidak stabil kecepatan koneksi internet sudah cepat bahkan untuk mendownload file yang berukuran gb an bisa selesai dengan cepat namun ketika didalam aplikasi malah tidak muncul gambar apapun yang muncul cuma gambar dari iklan seperti shopee,aplikasi ya stabil cepat koneksi internet cepat mendownload file ukur gb an selesai cepat dalam aplikasi muncul gambar apa muncul gambar iklan shopee,Negatif
2025-04-02 02:16:09,Silviaputrianggraini,4,karena di play store ku tidak bisa ✋⛔🚫update,karena di play store ku tidak bisa update,karena di play store ku tidak bisa update,karena di play store ku tidak bisa update,play store ku update,Positif
2025-04-02 02:01:19,Lemari Mari,1,saya sudah memasukan tanggal lahir tetap tidak bisa,saya sudah memasukan tanggal lahir tetap tidak bisa,saya sudah memasukan tanggal lahir tetap tidak bisa,saya sudah memasukan tanggal lahir tetap tidak bisa,pasu tanggal lahir,Negatif
2025-04-02 01:44:24,Luna nayla,5,bagus bangett sumpahhh,bagus bangett sumpahhh,bagus bangett sumpahhh,bagus banget sumpahhh,bagus banget sumpahhh,Positif
2025-04-02 01:10:02,Fanny bdie,5,bagussss bgt,bagussss bgt,bagussss bgt,bagus banget,bagus banget,Positif
2025-04-01 23:11:20,Zulmirza Noor,5,app favorit,app favorit,app favorit,app favorit,app favorit,Positif
2025-04-01 22:45:18,tai Bangsat,5,"ini sangat membantu untuk mengambil foto untuk Pov, bermain, mengenang sampai bisa ngambil foto idola dan lain lain",ini sangat membantu untuk mengambil foto untuk Pov bermain mengenang sampai bisa ngambil foto idola dan lain lain,ini sangat membantu untuk mengambil foto untuk pov bermain mengenang sampai bisa ngambil foto idola dan lain lain,ini sangat membantu untuk mengambil foto untuk pov bermain mengenang sampai bisa ngambil foto idola dan lain lain,bantu ambil foto pov main kenang ngambil foto idola,Positif
2025-04-01 20:48:35,Uci Verawati,5,bagus banget pliss suka deh dan Gapang buat di simpan suka banget dan gambarnya memuaskan yang kita cari pasti ketemu meskipun ada yang susa di cari karena kita mengetik dengan bahasa yang tidak jelas akan tidak muncul memuaskan sekali. ubur - ubur ikan lele puas banget leeee,bagus banget pliss suka deh dan Gapang buat di simpan suka banget dan gambarnya memuaskan yang kita cari pasti ketemu meskipun ada yang susa di cari karena kita mengetik dengan bahasa yang tidak jelas akan tidak muncul memuaskan sekali ubur  ubur ikan lele puas banget leeee,bagus banget pliss suka deh dan gapang buat di simpan suka banget dan gambarnya memuaskan yang kita cari pasti ketemu meskipun ada yang susa di cari karena kita mengetik dengan bahasa yang tidak jelas akan tidak muncul memuaskan sekali ubur  ubur ikan lele puas banget leeee,bagus banget pliss suka deh dan gapang buat di simpan suka banget dan gambarnya memuaskan yang kita cari pasti ketemu meskipun ada yang susa di cari karena kita mengetik dengan bahasa yang tidak jelas akan tidak muncul memuaskan sekali ubur ubur ikan lele puas banget leeee,bagus banget pliss suka deh gapang simpan suka banget gambar muas cari ketemu susa cari etik bahasa muncul muas ubur ubur ikan lele puas banget leeee,Positif
2025-04-01 20:16:47,Nasywa Khanza,5,aplikasi nya menarik aku suka,aplikasi nya menarik aku suka,aplikasi nya menarik aku suka,aplikasi ya menarik aku suka,aplikasi ya tarik suka,Positif
2025-04-01 16:26:26,Rika Armelia,5,bagus dan mantap,bagus dan mantap,bagus dan mantap,bagus dan mantap,bagus mantap,Positif
2025-04-01 15:14:06,Jais Tunalele,4,sangat mudah di oprasikan,sangat mudah di oprasikan,sangat mudah di oprasikan,sangat mudah di oprasikan,mudah oprasikan,Positif
2025-04-01 14:55:15,Rahmat Soleh,5,awe... sommeee,awe sommeee,awe sommeee,awe sommeee,awe sommeee,Positif
2025-04-01 14:30:32,Milda,5,bagussoyo imida🤭~,bagussoyo imida,bagussoyo imida,bagussoyo imida,bagussoyo imida,Positif
2025-04-01 13:56:50,Nazwa Seli,4,ih kesel banget deh sama apk nya tapi bagusssss buanget cuma ya aku kasih 4 bintang aja dulu kalo bagus ya 5 bintang sih alasan aku kasih bintang 4 tuh ya karena pas aku mau login harus update dlu pas mau update malah ngarah ke play store di suruh download apk pas udh di download eh mlh masih ga bisa,ih kesel banget deh sama apk nya tapi bagusssss buanget cuma ya aku kasih  bintang aja dulu kalo bagus ya  bintang sih alasan aku kasih bintang  tuh ya karena pas aku mau login harus update dlu pas mau update malah ngarah ke play store di suruh download apk pas udh di download eh mlh masih ga bisa,ih kesel banget deh sama apk nya tapi bagusssss buanget cuma ya aku kasih  bintang aja dulu kalo bagus ya  bintang sih alasan aku kasih bintang  tuh ya karena pas aku mau login harus update dlu pas mau update malah ngarah ke play store di suruh download apk pas udh di download eh mlh masih ga bisa,ih kesel banget deh sama apk ya tapi bagusssss banget cuma ya aku kasih bintang saja dulu kalau bagus ya bintang sih alasan aku kasih bintang tuh ya karena pas aku mau login harus update dulu pas mau update malah ngarah ke play store di suruh download apk pas sudah di download eh malah masih tidak bisa,ih kesel banget deh apk ya bagusssss banget ya kasih bintang bagus ya bintang sih alas kasih bintang tuh ya pas login update pas update ngarah play store suruh download apk pas download eh,Positif
2025-04-01 12:52:23,Putra Andika,1,"aplikasi anehhh ga bisa du pakek,di suruh masukin tgl udh bener malah ga bisa bisaa",aplikasi anehhh ga bisa du pakekdi suruh masukin tgl udh bener malah ga bisa bisaa,aplikasi anehhh ga bisa du pakekdi suruh masukin tgl udh bener malah ga bisa bisaa,aplikasi aneh tidak bisa du pakekdi suruh memasuki tanggal sudah benar malah tidak bisa bisa,aplikasi aneh du pakekdi suruh pasuk tanggal,Negatif
2025-04-01 12:50:21,Usep Asep,5,banyak ide buat kerkom anak SD SMP SMA,banyak ide buat kerkom anak SD SMP SMA,banyak ide buat kerkom anak sd smp sma,banyak ide buat kerkom anak sd sampai sama,ide kerkom anak sd,Positif
2025-04-01 12:16:58,Rudy Soewarma,5,lumayan,lumayan,lumayan,lumayan,lumayan,Positif
2025-04-01 11:48:57,Hilin putra Putra,5,aplikasi ini sangat tidak bagus untuk dihapus 🗿🗿🗿,aplikasi ini sangat tidak bagus untuk dihapus ,aplikasi ini sangat tidak bagus untuk dihapus ,aplikasi ini sangat tidak bagus untuk dihapus,aplikasi bagus hapus,Positif
2025-04-01 09:56:23,secca,1,"sumpah, tolong update aplikasi nya lagi biar bisa hapus pesan. tiba tiba ke kirim sendiri, mana ke orang random(kan malu). masalahnya ga ada option hapus pesan, tolong update untuk kedepannya tambahin option hapus pesan.",sumpah tolong update aplikasi nya lagi biar bisa hapus pesan tiba tiba ke kirim sendiri mana ke orang randomkan malu masalahnya ga ada option hapus pesan tolong update untuk kedepannya tambahin option hapus pesan,sumpah tolong update aplikasi nya lagi biar bisa hapus pesan tiba tiba ke kirim sendiri mana ke orang randomkan malu masalahnya ga ada option hapus pesan tolong update untuk kedepannya tambahin option hapus pesan,sumpah tolong update aplikasi ya lagi biar bisa hapus pesan tiba tiba ke kirim sendiri mana ke orang randomkan malu masalahnya tidak ada option hapus pesan tolong update untuk kedepannya tambahkan option hapus pesan,sumpah tolong update aplikasi ya biar hapus pesan kirim orang randomkan malu option hapus pesan tolong update depan tambah option hapus pesan,Negatif
2025-04-01 08:03:31,Dai Mah,5,bangus banget,bangus banget,bangus banget,bangus banget,bangus banget,Positif
2025-04-01 05:18:20,Hasdianor Amat,5,gambar nya bagus banget sih sampai ketagihan,gambar nya bagus banget sih sampai ketagihan,gambar nya bagus banget sih sampai ketagihan,gambar ya bagus banget sih sampai ketagihan,gambar ya bagus banget sih tagih,Positif
2025-04-01 03:54:02,Cute Cute,5,aplikasi ini bisa ambil foto Saya Aplikasi ini sangat butuh sekaligus 🤘😎,aplikasi ini bisa ambil foto Saya Aplikasi ini sangat butuh sekaligus ,aplikasi ini bisa ambil foto saya aplikasi ini sangat butuh sekaligus ,aplikasi ini bisa ambil foto saya aplikasi ini sangat butuh sekaligus,aplikasi ambil foto aplikasi butuh,Positif
2025-04-01 03:08:58,anissa ANISSA,5,ini sangat seru dan aku bisa ngambil foto idolaku dan video idolaku,ini sangat seru dan aku bisa ngambil foto idolaku dan video idolaku,ini sangat seru dan aku bisa ngambil foto idolaku dan video idolaku,ini sangat seru dan aku bisa ngambil foto idolaku dan video idolaku,seru ngambil foto idola video idola,Positif
2025-04-01 02:50:12,Ibah Mund,5,suka aplikasinya banyak macam macam gambar kualitas HD bisa di jadikan wallpaper dll👍🏼,suka aplikasinya banyak macam macam gambar kualitas HD bisa di jadikan wallpaper dll,suka aplikasinya banyak macam macam gambar kualitas hd bisa di jadikan wallpaper dll,suka aplikasinya banyak macam macam gambar kualitas hd bisa di jadikan wallpaper dll,suka aplikasi gambar kualitas hd jadi wallpaper dll,Positif
2025-04-01 02:41:59,Ch Karyati,1,maff aku rate segini soalny gbisa daftar:( tolongg dikasii cara daftar donkk:( akuu pngenn bngtt simpan ftnya buat pp:(,maff aku rate segini soalny gbisa daftar tolongg dikasii cara daftar donkk akuu pngenn bngtt simpan ftnya buat pp,maff aku rate segini soalny gbisa daftar tolongg dikasii cara daftar donkk akuu pngenn bngtt simpan ftnya buat pp,maff aku rate segini soalny gbisa daftar tolongg dikasii cara daftar dong aku pengin banget simpan ftnya buat pp,maff rate gin soalny gbisa daftar tolongg kasi daftar pengin banget simpan ftnya pp,Negatif
2025-04-01 02:06:04,Aldi Ansah,1,gabut doang,gabut doang,gabut doang,gabut doang,gabut doang,Negatif
2025-04-01 02:02:07,Agustina selomita,5,sangat memuaskan,sangat memuaskan,sangat memuaskan,sangat memuaskan,muas,Positif
2025-04-01 00:19:04,Pengguna Google,5,ini sangat berguna dan seru apa lagi yang lagi gabut,ini sangat berguna dan seru apa lagi yang lagi gabut,ini sangat berguna dan seru apa lagi yang lagi gabut,ini sangat berguna dan seru apa lagi yang lagi gabut,guna seru gabut,Positif
2025-03-31 23:47:17,Rosdiana Rosdiana barasa,5,Bagus dan menarik,Bagus dan menarik,bagus dan menarik,bagus dan menarik,bagus tarik,Positif
2025-03-31 15:50:30,Talitha Salsabila Widyadhana,3,tanggal sma umur nya gak bisa kk,tanggal sma umur nya gak bisa kk,tanggal sma umur nya gak bisa kk,tanggal sama umur ya tidak bisa kakak,tanggal umur ya kakak,Negatif
2025-03-31 13:03:20,Siti Siregar,5,"ini bagus banget njir, bisa buat cari base pose gacha, maupun background 🗿",ini bagus banget njir bisa buat cari base pose gacha maupun background ,ini bagus banget njir bisa buat cari base pose gacha maupun background ,ini bagus banget anjir bisa buat cari base pose gacha maupun background,bagus banget anjir cari base pose gacha background,Positif
2025-03-31 13:01:27,Badak Nya,3,gak bisa login kenapa ya,gak bisa login kenapa ya,gak bisa login kenapa ya,tidak bisa login kenapa ya,login ya,Negatif
2025-03-31 10:20:22,Rensa Falefi,5,lumayan bagus.,lumayan bagus,lumayan bagus,lumayan bagus,lumayan bagus,Positif
2025-03-31 09:25:46,Arih Astuti,5,"sangat baguss 😁 saya sangat puas karna bisa ambil foto untuk kebutuhan . buat idul fitri , dll",sangat baguss  saya sangat puas karna bisa ambil foto untuk kebutuhan  buat idul fitri  dll,sangat baguss  saya sangat puas karna bisa ambil foto untuk kebutuhan  buat idul fitri  dll,sangat bagus saya sangat puas karena bisa ambil foto untuk kebutuhan buat idul fitri dll,bagus puas ambil foto butuh idul fitri dll,Positif
2025-03-31 08:40:50,Ruby,5,sanagat membantu untuk mencari ide,sanagat membantu untuk mencari ide,sanagat membantu untuk mencari ide,sanagat membantu untuk mencari ide,sanagat bantu cari ide,Positif
2025-03-31 07:10:23,Ahmad Rizaldi,5,bagus👍👍,bagus,bagus,bagus,bagus,Positif
2025-03-31 06:15:26,Diah Ayu Anggraeni,4,Hem bagus bagus aja si,Hem bagus bagus aja si,hem bagus bagus aja si,hem bagus bagus saja sih,hem bagus bagus sih,Positif
2025-03-31 04:36:13,Michael Jibriel,5,jadi yang bagus lagi bg,jadi yang bagus lagi bg,jadi yang bagus lagi bg,jadi yang bagus lagi bang,bagus bang,Positif
2025-03-31 04:05:38,Naya Nayang,5,aplikasinya top👍🏻👍🏻 dn keren banyak gambar yg baguss sesuai dgn yg kita cari🫶🏻🫶🏻🫶🏻🫶🏻,aplikasinya top dn keren banyak gambar yg baguss sesuai dgn yg kita cari,aplikasinya top dn keren banyak gambar yg baguss sesuai dgn yg kita cari,aplikasinya top dan keren banyak gambar yang bagus sesuai dengan yang kita cari,aplikasi top keren gambar bagus sesuai cari,Positif
2025-03-31 02:46:34,Della Oppo,5,Apk nya jelek bangett🧢🧢,Apk nya jelek bangett,apk nya jelek bangett,apk ya jelek banget,apk ya jelek banget,Positif
2025-03-31 02:34:32,Fazril,4,bagus aja lah tapi donwload nya lama😭,bagus aja lah tapi donwload nya lama,bagus aja lah tapi donwload nya lama,bagus saja lah tapi donwload ya lama,bagus donwload ya,Positif
2025-03-31 01:23:06,the suprapto's,5,aku suka banget,aku suka banget,aku suka banget,aku suka banget,suka banget,Positif
2025-03-30 23:36:09,Keysia Aulia,5,gooddd,gooddd,gooddd,gooddd,gooddd,Positif
2025-03-30 22:37:46,rusny,5,mantap betul aplikasinya..semoga semakin sukses dengan ide² yg baru..👍,mantap betul aplikasinyasemoga semakin sukses dengan ide yg baru,mantap betul aplikasinyasemoga semakin sukses dengan ide yg baru,mantap betul aplikasinyasemoga semakin sukses dengan ide yang baru,mantap aplikasinyasemoga sukses ide,Positif
